,S,N
478,881,10
479,879,2
480,877,5
481,876,16
482,875,1
483,874,9
484,873,9
485,872,2
486,871,7
487,870,2
488,869,1
489,868,8
490,867,1
491,866,3
492,865,2
493,864,2
494,861,7
495,860,4
496,858,3
497,857,21
498,856,5
499,855,4
500,854,2
501,853,4
502,852,22
503,850,15
504,849,5
505,848,16
506,847,25
507,846,11
508,845,5
509,844,2
510,843,20
511,842,5
512,841,8
513,840,6
514,839,3
515,838,5
516,837,1
517,836,1
518,835,29
519,834,10
520,833,27
521,832,4
522,831,6
523,830,27
524,829,6
525,828,13
526,827,26
527,826,5
528,825,22
529,824,12
530,822,8
531,821,16
532,820,16
533,819,17
534,818,17
535,817,7
536,816,3
537,815,8
538,814,10
539,813,5
540,812,7
541,811,7
542,810,16
543,809,24
544,808,17
545,807,23
546,806,17
547,805,26
548,804,2
549,803,1
550,802,4
551,801,7
552,800,4
553,799,18
554,798,6
555,797,12
556,796,5
557,795,9
558,794,17
559,793,18
560,792,1
561,791,1
562,790,7
563,789,15
564,788,13
565,787,5
566,786,24
567,785,18
568,784,18
569,783,9
570,782,1
571,781,1
572,780,19
573,779,14
574,778,27
575,777,12
576,776,33
577,775,13
578,774,31
579,773,1
580,772,12
581,771,4
582,770,2
583,769,3
584,768,11
585,767,37
586,766,10
587,765,18
588,764,16
589,763,24
590,762,9
591,761,2
592,760,1
593,759,8
594,758,24
595,757,9
596,756,15
597,755,36
598,754,31
599,753,10
600,752,8
601,750,7
602,749,15
603,748,22
604,747,11
605,746,2
606,745,2
607,744,24
608,743,24
609,742,13
610,741,29
611,740,20
612,739,12
613,738,9
614,737,12
615,736,1
616,735,10
617,734,7
618,733,8
619,732,29
620,731,13
621,730,12
622,729,16
623,728,7
624,727,19
625,726,7
626,725,24
627,724,3
628,723,5
629,722,14
630,721,16
631,720,14
632,719,15
633,718,4
634,716,16
635,715,20
636,714,5
637,712,10
638,711,3
639,710,16
640,709,1
641,708,25
642,707,4
643,706,5
644,705,17
645,704,20
646,703,19
647,702,15
648,701,20
649,700,22
650,699,20
651,698,28
652,697,12
653,696,9
654,695,6
655,694,2
656,693,2
657,692,28
658,691,6
659,690,22
660,689,18
661,688,18
662,687,10
663,685,17
664,684,10
665,683,13
666,682,8
667,681,12
668,680,2
669,679,4
670,678,14
671,677,16
672,676,21
673,675,16
674,674,8
675,673,9
676,672,23
677,671,15
678,670,32
679,669,25
680,668,33
681,667,30
682,666,8
683,665,25
684,664,9
685,663,4
686,662,3
687,661,18
688,660,20
689,659,37
690,658,13
691,657,29
692,656,12
693,655,10
694,654,10
695,653,10
696,652,10
697,651,23
698,650,1
699,649,2
700,648,6
701,647,14
702,646,6
703,644,6
704,643,30
705,642,10
706,641,11
707,640,15
708,639,19
709,638,14
710,637,9
711,636,16
712,635,9
713,634,6
714,633,6
715,632,5
716,631,6
717,630,16
718,629,23
719,628,15
720,627,24
721,626,29
722,625,26
723,624,14
724,623,25
725,622,8
726,621,9
727,620,2
728,619,14
729,618,2
730,617,9
731,616,15
732,615,15
733,614,3
734,613,5
735,612,2
736,611,22
737,610,22
738,609,2
739,608,1
740,607,4
741,606,37
742,605,1
743,604,3
744,603,29
745,602,8
746,601,9
747,600,1
748,599,1
749,596,26
750,595,18
751,594,7
752,593,29
753,592,9
754,590,3
755,589,7
756,588,22
757,587,3
758,586,1
759,583,26
760,582,11
761,581,4
762,580,1
763,579,3
764,578,1
765,577,1
766,576,11
767,575,5
768,574,14
769,573,3
770,572,14
771,571,2
772,570,8
773,569,3
774,568,2
775,565,9
776,564,25
777,563,20
778,562,22
779,561,14
780,560,2
781,559,1
782,558,1
783,557,4
784,556,23
785,555,5
786,554,5
787,553,2
788,552,5
789,551,5
790,548,2
791,547,28
792,546,12
793,542,8
794,541,21
795,540,13
796,539,5
797,538,15
798,537,1
799,536,2
800,535,12
801,534,1
802,533,1
803,532,3
804,531,11
805,530,5
806,528,2
807,527,2
808,526,7
809,525,22
810,524,8
811,523,7
812,522,5
813,521,21
814,520,5
815,519,17
816,518,12
817,517,18
818,516,22
819,515,10
820,514,16
821,513,5
822,512,2
823,511,22
824,510,6
825,509,2
826,508,23
827,507,3
828,505,1
829,504,1
830,503,6
831,502,22
832,501,15
833,500,9
834,499,2
835,498,1
836,497,5
837,496,20
838,495,21
839,494,15
840,493,22
841,492,19
842,491,31
843,489,7
844,488,37
845,487,3
846,485,23
847,484,8
848,483,26
849,482,10
850,481,7
851,480,31
852,479,25
853,478,11
854,475,5
855,474,18
856,473,14
857,472,11
858,471,26
859,470,2
860,469,13
861,468,5
862,467,11
863,466,15
864,465,3
865,464,13
866,463,1
867,462,3
868,461,4
869,459,7
870,458,3
871,457,4
872,456,2
873,455,14
874,452,19
875,451,13
876,450,2
877,449,1
878,447,14
879,446,2
880,445,14
881,444,23
882,443,16
883,442,30
884,441,14
885,440,16
886,439,5
887,438,16
888,437,13
889,436,9
890,435,1
891,434,12
892,433,1
893,431,5
894,430,11
895,429,14
896,428,15
897,427,2
898,426,2
899,425,5
900,424,4
901,423,1
902,422,21
903,421,15
904,420,24
905,419,9
906,418,27
907,417,18
908,416,2
909,415,14
910,414,5
911,413,8
912,412,16
913,411,3
914,410,13
915,409,27
916,408,1
917,407,4
918,406,1
919,405,6
920,404,4
921,403,12
922,401,15
923,400,14
924,399,7
925,398,13
926,397,24
927,396,2
928,395,3
929,394,7
930,393,13
931,392,32
932,391,18
933,390,7
934,389,8
935,388,1
936,387,3
937,386,2
938,384,4
939,383,6
940,382,16
941,381,23
942,380,3
943,379,9
944,378,6
945,377,2
946,376,20
947,375,1
948,374,30
949,373,3
950,372,10
951,371,2
952,370,5
953,368,1
954,367,40
955,365,1
956,364,8
957,362,5
958,361,10
959,360,22
960,359,15
961,358,24
962,357,11
963,356,15
964,355,15
965,354,3
966,353,7
967,352,1
968,351,11
969,350,6
970,349,2
971,348,14
972,347,7
973,346,18
974,345,17
975,343,4
976,342,6
977,340,12
978,339,18
979,338,28
980,337,4
981,336,3
982,335,13
983,334,1
984,333,4
985,332,1
986,331,2
987,329,1
988,328,2
989,327,1
990,326,1
991,324,4
992,323,6
993,322,4
994,321,15
995,320,3
996,318,1
997,317,1
998,316,1
999,312,2
1000,311,27
1001,310,4
1002,309,1
1003,308,6
1004,307,13
1005,306,12
1006,305,26
1007,303,12
1008,302,21
1009,301,7
1010,300,1
1011,299,2
1012,298,3
1013,297,7
1014,296,8
1015,295,17
1016,294,4
1017,293,26
1018,292,20
1019,291,7
1020,290,8
1021,289,12
1022,288,11
1023,287,4
1024,286,26
1025,285,1
1026,284,5
1027,283,11
1028,282,4
1029,281,10
1030,280,7
1031,279,12
1032,278,29
1033,277,3
1034,276,23
1035,275,16
1036,274,9
1037,273,17
1038,272,31
1039,267,28
1040,266,7
1041,265,8
1042,264,5
1043,263,9
1044,262,25
1045,261,18
1046,260,1
1047,259,3
1048,258,2
1049,257,5
1050,256,9
1051,255,1
1052,254,15
1053,253,2
1054,252,8
1055,251,7
1056,250,15
1057,249,18
1058,248,5
1059,247,11
1060,246,2
1061,244,2
1062,243,1
1063,242,8
1064,241,2
1065,240,2
1066,239,26
1067,238,16
1068,237,2
1069,236,4
1070,235,31
1071,234,17
1072,233,5
1073,232,5
1074,231,4
1075,229,16
1076,228,17
1077,227,5
1078,226,5
1079,225,15
1080,224,8
1081,223,6
1082,222,13
1083,221,36
1084,220,4
1085,219,15
1086,218,3
1087,217,3
1088,216,14
1089,215,17
1090,214,10
1091,213,5
1092,212,5
1093,211,22
1094,210,6
1095,209,2
1096,208,13
1097,207,5
1098,206,3
1099,205,4
1100,204,2
1101,201,3
1102,200,1
1103,199,2
1104,198,8
1105,197,7
1106,195,3
1107,194,19
1108,193,2
1109,191,12
1110,190,8
1111,189,11
1112,188,3
1113,186,11
1114,185,12
1115,183,4
1116,182,3
1117,181,4
1118,179,22
1119,177,2
1120,176,7
1121,175,7
1122,174,9
1123,173,17
1124,172,18
1125,170,4
1126,169,24
1127,168,2
1128,166,5
1129,165,15
1130,164,6
1131,163,22
1132,162,18
1133,161,16
1134,160,3
1135,159,23
1136,158,11
1137,157,12
1138,156,2
1139,155,5
1140,154,22
1141,153,9
1142,150,27
1143,149,22
1144,148,9
1145,147,2
1146,146,27
1147,145,17
1148,144,13
1149,143,1
1150,142,5
1151,141,7
1152,140,11
1153,139,4
1154,138,3
1155,137,1
1156,136,5
1157,135,14
1158,134,4
1159,133,7
1160,132,24
1161,131,6
1162,130,12
1163,129,10
1164,128,10
1165,127,9
1166,126,4
1167,125,8
1168,124,6
1169,123,5
1170,122,11
1171,120,4
1172,119,4
1173,118,4
1174,117,15
1175,116,15
1176,114,6
1177,113,5
1178,112,11
1179,111,1
1180,110,14
1181,109,1
1182,108,17
1183,107,2
1184,106,1
1185,105,1
1186,103,9
1187,102,10
1188,101,5
1189,100,8
1190,99,7
1191,98,8
1192,97,2
1193,96,8
1194,95,2
1195,94,9
1196,93,10
1197,92,16
1198,91,19
1199,90,9
1200,89,10
1201,87,2
1202,86,10
1203,85,11
1204,84,25
1205,83,15
1206,82,14
1207,81,21
1208,80,4
1209,79,6
1210,77,4
1211,76,11
1212,75,6
1213,74,1
1214,73,1
1215,71,4
1216,70,16
1217,69,18
1218,68,20
1219,66,3
1220,65,2
1221,64,2
1222,63,9
1223,61,4
1224,60,11
1225,59,4
1226,58,5
1227,57,3
1228,56,3
1229,55,5
1230,54,18
1231,53,4
1232,51,7
1233,50,5
1234,49,9
1235,48,2
1236,47,8
1237,46,2
1238,45,7
1239,44,6
1240,43,2
1241,42,4
1242,41,5
1243,40,5
1244,39,4
1245,38,12
1246,37,14
1247,36,7
1248,35,12
1249,34,4
1250,33,1
1251,32,5
1252,31,4
1253,29,5
1254,28,10
1255,27,16
1256,26,3
1257,25,21
1258,24,1
1259,22,2
1260,21,15
1261,20,15
1262,19,4
1263,17,6
1264,16,1
1265,15,11
1266,14,8
1267,13,6
1268,12,2
1269,11,7
1270,10,3
1271,9,23
1272,8,10
1273,7,2
1274,6,1
1275,3,9
1276,2,13
1277,1,8
1278,0,2
