,S,N
204,2656,33
205,2655,2
206,2654,18
207,2653,26
208,2652,13
209,2651,28
210,2650,1
211,2649,21
212,2648,21
213,2647,11
214,2646,9
215,2645,6
216,2644,10
217,2643,16
218,2642,17
219,2641,12
220,2640,27
221,2639,20
222,2638,16
223,2637,3
224,2636,2
225,2635,3
226,2634,5
227,2633,13
228,2632,6
229,2631,23
230,2630,9
231,2629,16
232,2628,24
233,2627,19
234,2626,19
235,2625,14
236,2624,11
237,2623,5
238,2622,8
239,2621,24
240,2619,9
241,2618,10
242,2617,6
243,2616,3
244,2615,5
245,2614,2
246,2613,15
247,2612,19
248,2611,16
249,2610,20
250,2609,21
251,2608,12
252,2607,12
253,2606,35
254,2605,10
255,2604,18
256,2603,9
257,2602,14
258,2601,31
259,2600,9
260,2599,22
261,2598,20
262,2597,6
263,2596,13
264,2595,7
265,2594,1
266,2593,3
267,2592,6
268,2591,20
269,2590,7
270,2589,4
271,2588,9
272,2587,15
273,2586,8
274,2585,12
275,2584,7
276,2583,11
277,2582,16
278,2581,24
279,2580,3
280,2579,15
281,2578,18
282,2577,16
283,2576,4
284,2575,11
285,2574,17
286,2573,3
287,2572,18
288,2571,7
289,2570,23
290,2568,1
291,2567,6
292,2566,15
293,2565,11
294,2564,11
295,2563,4
296,2562,5
297,2560,10
298,2559,7
299,2558,4
300,2557,16
301,2556,22
302,2555,9
303,2554,23
304,2552,22
305,2551,3
306,2550,9
307,2549,17
308,2548,10
309,2547,17
310,2546,11
311,2545,11
312,2544,21
313,2543,16
314,2542,11
315,2541,22
316,2540,28
317,2539,18
318,2538,13
319,2537,31
320,2536,20
321,2535,22
322,2534,25
323,2533,11
324,2532,3
325,2530,21
326,2529,4
327,2528,20
328,2527,31
329,2526,2
330,2525,2
331,2524,9
332,2523,11
333,2522,15
334,2521,23
335,2520,19
336,2519,23
337,2518,23
338,2517,23
339,2516,2
340,2515,8
341,2514,7
342,2513,14
343,2512,13
344,2511,9
345,2510,14
346,2508,15
347,2507,21
348,2506,20
349,2505,20
350,2504,16
351,2503,12
352,2502,21
353,2501,20
354,2500,5
355,2499,15
356,2498,7
357,2497,11
358,2496,17
359,2495,17
360,2494,3
361,2493,11
362,2491,5
363,2490,9
364,2489,6
365,2488,26
366,2487,17
367,2486,12
368,2485,28
369,2484,25
370,2483,22
371,2482,24
372,2481,26
373,2480,17
374,2479,17
375,2478,33
376,2477,6
377,2473,6
378,2470,1
379,2469,2
380,2468,3
381,2462,10
382,2461,12
383,2460,20
384,2459,19
385,2458,10
386,2457,10
387,2455,19
388,2453,1
389,2452,4
390,2451,22
391,2450,18
392,2449,16
393,2448,23
394,2447,4
395,2446,11
396,2445,18
397,2443,4
398,2442,5
399,2441,14
400,2440,5
401,2439,15
402,2438,31
403,2437,4
404,2436,8
405,2435,20
406,2434,7
407,2433,20
408,2432,13
409,2431,3
410,2429,2
411,2428,7
412,2427,8
413,2426,4
414,2425,5
415,2424,6
416,2423,14
417,2422,3
418,2421,14
419,2420,9
420,2419,16
421,2418,13
422,2417,13
423,2416,14
424,2415,13
425,2414,15
426,2413,17
427,2412,25
428,2410,10
429,2409,5
430,2408,11
431,2407,26
432,2406,16
433,2405,20
434,2404,10
435,2403,5
436,2402,22
437,2401,13
438,2400,11
439,2399,9
440,2398,2
441,2397,5
442,2396,20
443,2395,6
444,2394,14
445,2393,10
446,2392,5
447,2391,9
448,2390,1
449,2388,12
450,2387,2
451,2386,12
452,2385,1
453,2384,14
454,2383,1
455,2382,14
456,2381,22
457,2380,18
458,2379,27
459,2378,20
460,2377,14
461,2376,13
462,2375,17
463,2374,8
464,2373,11
465,2372,7
466,2371,33
467,2369,6
468,2368,20
469,2367,3
470,2366,7
471,2365,1
472,2363,4
473,2362,17
474,2361,7
475,2359,6
476,2358,18
477,2357,18
478,2356,7
479,2355,4
480,2354,8
481,2353,18
482,2352,11
483,2351,24
484,2350,1
485,2349,10
486,2348,9
487,2347,27
488,2346,6
489,2345,22
490,2344,25
491,2343,9
492,2342,11
493,2341,10
494,2340,2
495,2339,4
496,2338,12
497,2337,17
498,2336,3
499,2335,1
500,2334,13
501,2333,6
502,2332,7
503,2331,3
504,2330,19
505,2329,7
506,2326,5
507,2325,6
508,2324,3
509,2322,21
510,2321,15
511,2320,28
512,2319,1
513,2316,6
514,2315,10
515,2314,24
516,2313,2
517,2311,4
518,2310,5
519,2309,4
520,2308,10
521,2306,4
522,2305,6
523,2303,1
524,2302,1
525,2301,5
526,2300,16
527,2299,24
528,2298,8
529,2297,14
530,2296,4
531,2295,8
532,2294,15
533,2293,4
534,2292,29
535,2291,1
536,2290,2
537,2289,2
538,2288,9
539,2287,13
540,2286,14
541,2284,1
542,2283,2
543,2282,2
544,2280,3
545,2279,4
546,2278,1
547,2277,2
548,2276,4
549,2275,3
550,2274,3
551,2273,5
552,2272,6
553,2271,5
554,2270,1
555,2269,4
556,2267,2
557,2266,10
558,2265,9
559,2264,7
560,2263,22
561,2262,14
562,2261,12
563,2260,19
564,2259,29
565,2258,14
566,2257,4
567,2256,1
568,2255,7
569,2254,21
570,2253,22
571,2252,12
572,2251,10
573,2250,13
574,2249,19
575,2248,15
576,2247,8
577,2246,25
578,2245,12
579,2244,1
580,2243,9
581,2242,17
582,2241,7
583,2239,2
584,2238,13
585,2237,18
586,2236,11
587,2235,16
588,2234,27
589,2233,19
590,2232,30
591,2231,12
592,2230,11
593,2228,11
594,2227,14
595,2226,21
596,2225,24
597,2224,7
598,2222,15
599,2221,10
600,2220,30
601,2219,18
602,2218,22
603,2217,23
604,2215,5
605,2214,9
606,2213,29
607,2212,26
608,2211,23
609,2210,11
610,2209,19
611,2208,2
612,2207,7
613,2206,25
614,2205,7
615,2204,9
616,2203,29
617,2202,8
618,2201,21
619,2200,16
620,2197,6
621,2196,3
622,2195,5
623,2194,6
624,2193,8
625,2192,16
626,2191,18
627,2190,10
628,2189,16
629,2188,27
630,2187,16
631,2186,7
632,2185,6
633,2184,3
634,2183,2
635,2182,3
636,2181,6
637,2180,16
638,2179,3
639,2178,7
640,2177,10
641,2176,4
642,2175,4
643,2174,13
644,2173,10
645,2172,5
646,2171,1
647,2170,20
648,2169,3
649,2168,3
650,2167,16
651,2166,8
652,2165,4
653,2164,12
654,2163,7
655,2162,1
656,2160,10
657,2159,1
658,2157,7
659,2156,11
660,2155,16
661,2154,30
662,2153,15
663,2152,11
664,2151,9
665,2150,12
666,2149,15
667,2148,10
668,2147,15
669,2146,16
670,2145,20
671,2144,19
672,2143,28
673,2142,18
674,2141,19
675,2140,25
676,2139,21
677,2138,18
678,2137,16
679,2136,20
680,2135,17
681,2134,22
682,2133,5
683,2132,11
684,2131,2
685,2130,4
686,2129,6
687,2128,7
688,2127,3
689,2126,4
690,2125,12
691,2124,4
692,2122,1
693,2121,4
694,2120,3
695,2119,15
696,2118,11
697,2117,7
698,2116,4
699,2115,2
700,2113,7
701,2112,15
702,2111,25
703,2110,11
704,2109,11
705,2108,24
706,2107,3
707,2106,12
708,2105,20
709,2104,13
710,2103,8
711,2102,5
712,2101,11
713,2100,10
714,2099,4
715,2098,17
716,2097,7
717,2096,7
718,2095,7
719,2094,12
720,2093,22
721,2090,5
722,2089,1
723,2088,25
724,2087,11
725,2086,13
726,2085,7
727,2084,9
728,2083,22
729,2082,9
730,2081,2
731,2080,14
732,2079,23
733,2078,26
734,2077,22
735,2076,21
736,2075,12
737,2074,24
738,2073,21
739,2072,12
740,2071,2
741,2070,14
742,2069,16
743,2068,3
744,2067,2
745,2066,14
746,2065,6
747,2064,21
748,2063,21
749,2062,29
750,2061,9
751,2060,12
752,2059,13
753,2058,14
754,2057,13
755,2056,1
756,2055,5
757,2054,26
758,2053,18
759,2052,24
760,2051,9
761,2050,12
762,2048,8
763,2047,1
764,2046,1
765,2045,1
766,2044,1
767,2043,18
768,2042,8
769,2041,24
770,2040,5
771,2039,19
772,2038,16
773,2037,17
774,2036,2
775,2035,2
776,2034,1
777,2033,14
778,2032,3
779,2031,10
780,2030,8
781,2029,9
782,2028,13
783,2027,1
784,2026,5
785,2025,2
786,2024,5
787,2023,18
788,2022,28
789,2021,17
790,2020,31
791,2019,2
792,2018,4
793,2017,11
794,2016,1
795,2015,28
796,2014,18
797,2013,20
798,2012,17
799,2011,3
800,2010,17
801,2009,23
802,2008,14
803,2007,13
804,2006,8
805,2005,28
806,2004,15
807,2003,20
808,2002,3
809,2001,11
810,2000,4
811,1999,1
812,1998,1
813,1997,17
814,1996,22
815,1995,20
816,1994,16
817,1993,1
818,1991,15
819,1990,13
820,1989,5
821,1988,7
822,1987,17
823,1986,30
824,1984,1
825,1983,22
826,1982,26
827,1981,4
828,1980,27
829,1979,20
830,1978,2
831,1977,2
832,1976,12
833,1975,6
834,1974,13
835,1973,11
836,1972,8
837,1971,9
838,1970,3
839,1969,4
840,1968,9
841,1967,7
842,1966,16
843,1965,23
844,1964,13
845,1963,15
846,1962,12
847,1961,12
848,1960,10
849,1959,2
850,1958,17
851,1956,19
852,1955,15
853,1954,33
854,1953,1
855,1952,13
856,1951,14
857,1950,24
858,1949,4
859,1948,1
860,1947,12
861,1946,20
862,1945,10
863,1944,7
864,1943,21
865,1942,29
866,1941,8
867,1940,8
868,1939,8
869,1938,11
870,1937,2
871,1936,14
872,1934,2
873,1933,1
874,1932,3
875,1931,6
876,1930,11
877,1929,4
878,1928,4
879,1927,21
880,1926,24
881,1925,14
882,1924,23
883,1923,9
884,1922,22
885,1921,15
886,1920,23
887,1919,7
888,1918,6
889,1917,2
890,1915,25
891,1914,13
892,1913,25
893,1912,15
894,1911,15
895,1910,14
896,1909,21
897,1908,17
898,1907,20
899,1906,19
900,1905,27
901,1904,12
902,1903,6
903,1902,9
904,1901,14
905,1900,26
906,1899,11
907,1898,12
908,1897,13
909,1896,10
910,1895,5
911,1894,7
912,1893,10
913,1892,13
914,1891,27
915,1890,10
916,1889,30
917,1888,13
918,1887,12
919,1886,19
920,1885,16
921,1884,3
922,1883,6
923,1882,5
924,1881,26
925,1880,8
926,1879,16
927,1878,8
928,1877,9
929,1876,13
930,1875,4
931,1874,24
932,1873,17
933,1872,14
934,1871,32
935,1870,11
936,1869,23
937,1868,9
938,1867,13
939,1866,4
940,1865,7
941,1864,10
942,1863,10
943,1862,8
944,1861,9
945,1860,10
946,1859,13
947,1858,15
948,1857,9
949,1856,16
950,1855,13
951,1854,23
952,1853,12
953,1852,3
954,1851,8
955,1850,8
956,1849,16
957,1848,4
958,1847,9
959,1846,10
960,1845,8
961,1844,5
962,1843,12
963,1842,12
964,1840,1
965,1839,7
966,1838,15
967,1837,7
968,1836,10
969,1835,9
970,1834,5
971,1833,12
972,1832,11
973,1831,26
974,1830,7
975,1829,2
976,1828,14
977,1827,26
978,1826,4
979,1825,5
980,1824,8
981,1823,4
982,1820,10
983,1819,19
984,1818,12
985,1817,8
986,1816,5
987,1815,4
988,1814,3
989,1813,3
990,1811,3
991,1810,9
992,1809,16
993,1808,3
994,1807,27
995,1806,7
996,1805,9
997,1804,5
998,1803,16
999,1802,13
1000,1801,4
1001,1800,11
1002,1799,13
1003,1798,28
1004,1797,7
1005,1796,23
1006,1795,11
1007,1794,22
1008,1793,23
1009,1792,4
1010,1791,14
1011,1790,15
1012,1789,13
1013,1788,8
1014,1787,2
1015,1786,10
1016,1785,4
1017,1784,8
1018,1783,5
1019,1782,4
1020,1781,14
1021,1780,14
1022,1779,17
1023,1778,18
1024,1777,22
1025,1776,26
1026,1775,14
1027,1774,7
1028,1773,8
1029,1772,5
1030,1771,7
1031,1770,14
1032,1769,9
1033,1767,2
1034,1765,1
1035,1763,4
1036,1762,7
1037,1761,2
1038,1760,1
1039,1759,21
1040,1758,1
1041,1757,22
1042,1756,8
1043,1755,12
1044,1753,11
1045,1752,14
1046,1751,4
1047,1750,6
1048,1749,11
1049,1748,13
1050,1746,16
1051,1745,4
1052,1743,13
1053,1742,2
1054,1741,6
1055,1740,15
1056,1739,6
1057,1738,12
1058,1737,27
1059,1736,10
1060,1735,9
1061,1734,20
1062,1733,15
1063,1732,1
1064,1730,1
1065,1729,3
1066,1728,11
1067,1727,17
1068,1726,16
1069,1725,23
1070,1724,25
1071,1723,8
1072,1722,20
1073,1721,1
1074,1720,26
1075,1719,18
1076,1718,15
1077,1717,20
1078,1716,17
1079,1715,11
1080,1714,22
1081,1713,15
1082,1711,3
1083,1710,10
1084,1709,17
1085,1708,5
1086,1707,22
1087,1706,15
1088,1705,8
1089,1704,26
1090,1703,9
1091,1702,6
1092,1701,20
1093,1700,14
1094,1699,9
1095,1698,1
1096,1696,11
1097,1695,1
1098,1694,5
1099,1693,2
1100,1692,17
1101,1691,1
1102,1690,11
1103,1689,3
1104,1688,3
1105,1687,7
1106,1686,7
1107,1684,23
1108,1683,12
1109,1682,19
1110,1681,29
1111,1680,20
1112,1679,6
1113,1675,1
1114,1674,8
1115,1673,2
1116,1672,4
1117,1671,11
1118,1670,18
1119,1669,22
1120,1668,19
1121,1667,12
1122,1666,10
1123,1665,2
1124,1664,8
1125,1663,5
1126,1662,5
1127,1661,16
1128,1660,17
1129,1659,16
1130,1658,24
1131,1657,5
1132,1656,17
1133,1655,18
1134,1654,22
1135,1653,7
1136,1652,19
1137,1651,17
1138,1650,24
1139,1649,7
1140,1648,15
1141,1647,32
1142,1646,21
1143,1645,12
1144,1644,10
1145,1643,5
1146,1642,23
1147,1641,3
1148,1640,3
1149,1639,10
1150,1638,3
1151,1637,21
1152,1636,16
1153,1635,30
1154,1634,6
1155,1633,3
1156,1632,17
1157,1631,2
1158,1630,4
1159,1629,5
1160,1628,1
1161,1627,5
1162,1626,15
1163,1625,18
1164,1624,9
1165,1622,8
1166,1621,27
1167,1620,14
1168,1618,6
1169,1617,2
1170,1616,5
1171,1615,11
1172,1614,10
1173,1613,12
1174,1612,23
1175,1611,6
1176,1610,8
1177,1609,6
1178,1608,9
1179,1607,33
1180,1606,1
1181,1605,20
1182,1604,15
1183,1603,22
1184,1602,21
1185,1601,8
1186,1600,18
1187,1599,8
1188,1598,19
1189,1597,13
1190,1596,2
1191,1595,20
1192,1594,22
1193,1593,13
1194,1592,11
1195,1591,21
1196,1590,4
1197,1589,1
1198,1587,27
1199,1586,17
1200,1585,1
1201,1584,18
1202,1583,7
1203,1582,4
1204,1581,8
1205,1580,11
1206,1579,3
1207,1578,9
1208,1577,17
1209,1576,19
1210,1575,5
1211,1574,14
1212,1573,10
1213,1571,1
1214,1570,3
1215,1569,1
1216,1568,9
1217,1567,1
1218,1566,5
1219,1565,16
1220,1564,8
1221,1563,20
1222,1562,27
1223,1561,23
1224,1560,10
1225,1559,11
1226,1558,17
1227,1557,7
1228,1556,17
1229,1555,12
1230,1554,8
1231,1553,12
1232,1552,8
1233,1551,15
1234,1550,22
1235,1549,8
1236,1548,4
1237,1547,7
1238,1546,11
1239,1545,16
1240,1544,21
1241,1543,5
1242,1542,8
1243,1541,21
1244,1540,20
1245,1539,26
1246,1538,25
1247,1537,22
1248,1536,11
1249,1535,10
1250,1534,20
1251,1533,19
1252,1532,28
1253,1531,9
1254,1530,27
1255,1529,4
1256,1528,7
1257,1527,19
1258,1526,15
1259,1525,14
1260,1524,14
1261,1523,10
1262,1522,15
1263,1521,15
1264,1520,6
1265,1519,24
1266,1518,19
1267,1517,28
1268,1516,26
1269,1515,9
1270,1514,13
1271,1513,24
1272,1512,8
1273,1511,14
1274,1510,7
1275,1509,6
1276,1508,18
1277,1507,23
1278,1506,13
1279,1505,26
1280,1504,13
1281,1503,9
1282,1502,23
1283,1501,12
1284,1500,21
1285,1499,11
1286,1498,19
1287,1497,22
1288,1496,5
1289,1495,24
1290,1494,4
1291,1493,9
1292,1492,2
1293,1491,29
1294,1490,16
1295,1489,29
1296,1488,12
1297,1487,10
1298,1486,5
1299,1485,12
1300,1484,9
1301,1483,17
1302,1482,10
1303,1481,7
1304,1480,8
1305,1479,6
1306,1478,10
1307,1477,1
1308,1476,3
1309,1475,6
1310,1474,9
1311,1473,3
1312,1472,9
1313,1471,27
1314,1470,18
1315,1469,28
1316,1468,15
1317,1467,20
1318,1466,13
1319,1465,5
1320,1464,9
1321,1463,3
1322,1462,9
1323,1461,13
1324,1460,11
1325,1459,5
1326,1458,7
1327,1457,15
1328,1456,29
1329,1455,19
1330,1454,21
1331,1453,9
1332,1452,10
1333,1451,17
1334,1450,9
1335,1449,1
1336,1447,20
1337,1446,21
1338,1445,14
1339,1444,20
1340,1443,4
1341,1442,16
1342,1441,16
1343,1440,23
1344,1439,16
1345,1438,12
1346,1437,9
1347,1436,23
1348,1435,27
1349,1434,23
1350,1433,21
1351,1432,23
1352,1431,17
1353,1430,11
1354,1429,22
1355,1428,20
1356,1427,5
1357,1426,16
1358,1425,10
1359,1424,17
1360,1423,24
1361,1422,7
1362,1421,12
1363,1420,16
1364,1419,11
1365,1418,15
1366,1417,32
1367,1416,6
1368,1415,23
1369,1414,22
1370,1413,15
1371,1412,17
1372,1411,25
1373,1410,19
1374,1409,23
1375,1408,11
1376,1407,6
1377,1406,5
1378,1405,10
1379,1404,7
1380,1403,27
1381,1402,30
1382,1401,10
1383,1400,7
1384,1399,22
1385,1398,12
1386,1397,23
1387,1396,14
1388,1395,19
1389,1394,8
1390,1393,18
1391,1392,22
1392,1391,13
1393,1390,6
1394,1389,2
1395,1388,22
1396,1387,3
1397,1386,10
1398,1385,24
1399,1384,27
1400,1383,12
1401,1382,17
1402,1380,7
1403,1379,18
1404,1378,18
1405,1377,13
1406,1376,30
1407,1375,8
1408,1374,4
1409,1373,14
1410,1372,17
1411,1371,18
1412,1370,18
1413,1369,14
1414,1368,19
1415,1367,19
1416,1366,18
1417,1365,20
1418,1364,21
1419,1363,15
1420,1362,21
1421,1361,13
1422,1360,17
1423,1359,33
1424,1357,1
1425,1356,21
1426,1355,4
1427,1354,16
1428,1353,14
1429,1352,15
1430,1351,1
1431,1350,10
1432,1349,9
1433,1348,5
1434,1347,18
1435,1346,21
1436,1345,14
1437,1344,13
1438,1343,10
1439,1342,4
1440,1341,17
1441,1340,7
1442,1339,15
1443,1338,24
1444,1337,19
1445,1336,15
1446,1335,11
1447,1334,17
1448,1333,11
1449,1332,6
1450,1331,12
1451,1330,21
1452,1329,13
1453,1328,4
1454,1327,17
1455,1326,6
1456,1325,14
1457,1324,8
1458,1323,7
1459,1322,11
1460,1321,1
1461,1320,27
1462,1319,11
1463,1318,2
1464,1317,1
1465,1316,18
1466,1315,17
1467,1314,21
1468,1313,23
1469,1312,17
1470,1311,19
1471,1310,16
1472,1309,14
1473,1308,31
1474,1307,13
1475,1306,2
1476,1305,27
1477,1304,5
1478,1303,6
1479,1302,4
1480,1301,2
1481,1300,22
1482,1299,20
1483,1298,4
1484,1297,4
1485,1296,25
1486,1295,25
1487,1294,22
1488,1293,9
1489,1292,20
1490,1291,6
1491,1290,14
1492,1289,16
1493,1288,28
1494,1287,6
1495,1286,22
1496,1285,22
1497,1284,3
1498,1283,11
1499,1282,6
1500,1281,13
1501,1280,11
1502,1279,21
1503,1278,9
1504,1277,24
1505,1276,11
1506,1275,18
1507,1274,13
1508,1273,6
1509,1272,4
1510,1271,25
1511,1270,13
1512,1269,19
1513,1268,32
1514,1267,10
1515,1266,14
1516,1265,14
1517,1264,20
1518,1263,18
1519,1262,29
1520,1261,9
1521,1260,31
1522,1258,4
1523,1257,8
1524,1256,8
1525,1255,14
1526,1254,14
1527,1252,2
1528,1251,1
1529,1248,1
1530,1247,4
1531,1246,8
1532,1245,2
1533,1244,5
1534,1243,2
1535,1241,1
1536,1235,1
1537,1234,1
1538,1232,1
1539,1231,2
1540,1230,5
1541,1229,2
1542,1228,1
1543,1227,1
1544,1226,4
1545,1225,3
1546,1224,8
1547,1223,1
1548,1222,13
1549,1221,14
1550,1220,10
1551,1219,24
1552,1218,23
1553,1217,15
1554,1216,14
1555,1215,13
1556,1214,7
1557,1213,18
1558,1212,24
1559,1211,7
1560,1210,6
1561,1209,12
1562,1208,26
1563,1207,23
1564,1206,5
1565,1205,20
1566,1204,9
1567,1203,14
1568,1202,11
1569,1201,20
1570,1200,10
1571,1199,7
1572,1198,13
1573,1197,9
1574,1196,1
1575,1195,1
1576,1194,10
1577,1193,2
1578,1190,6
1579,1188,10
1580,1187,6
1581,1186,5
1582,1185,11
1583,1182,11
1584,1181,16
1585,1180,24
1586,1179,20
1587,1178,25
1588,1177,28
1589,1176,4
1590,1175,16
1591,1174,20
1592,1173,8
1593,1172,9
1594,1171,11
1595,1170,4
1596,1169,3
1597,1168,8
1598,1167,5
1599,1166,11
1600,1165,5
1601,1164,21
1602,1163,17
1603,1162,4
1604,1161,17
1605,1160,11
1606,1159,7
1607,1158,21
1608,1157,17
1609,1156,31
1610,1155,9
1611,1154,3
1612,1153,12
1613,1152,5
1614,1151,8
1615,1150,8
1616,1149,22
1617,1148,23
1618,1147,23
1619,1146,15
1620,1145,10
1621,1144,9
1622,1143,7
1623,1142,9
1624,1141,18
1625,1140,1
1626,1139,5
1627,1138,9
1628,1137,12
1629,1136,9
1630,1135,7
1631,1134,27
1632,1133,8
1633,1131,6
1634,1130,9
1635,1129,12
1636,1128,13
1637,1127,28
1638,1126,6
1639,1125,1
1640,1124,6
1641,1123,21
1642,1122,23
1643,1121,22
1644,1120,23
1645,1119,9
1646,1118,19
1647,1117,10
1648,1116,3
1649,1115,11
1650,1113,6
1651,1112,9
1652,1111,4
1653,1110,13
1654,1109,5
1655,1108,30
1656,1107,4
1657,1106,11
1658,1105,10
1659,1104,10
1660,1103,12
1661,1101,3
1662,1100,9
1663,1099,7
1664,1098,11
1665,1097,4
1666,1096,24
1667,1095,8
1668,1094,3
1669,1093,3
1670,1092,1
1671,1091,1
1672,1090,14
1673,1089,7
1674,1088,14
1675,1087,17
1676,1086,10
1677,1085,13
1678,1084,10
1679,1083,22
1680,1082,4
1681,1081,8
1682,1080,2
1683,1079,8
1684,1078,6
1685,1077,7
1686,1076,7
1687,1075,8
1688,1074,13
1689,1073,20
1690,1072,10
1691,1071,5
1692,1070,6
1693,1069,1
1694,1068,1
1695,1067,3
1696,1066,4
1697,1065,4
1698,1064,8
1699,1063,14
1700,1062,9
1701,1061,1
1702,1060,2
1703,1059,3
1704,1058,2
1705,1055,13
1706,1054,5
1707,1053,6
1708,1052,8
1709,1051,1
1710,1050,11
1711,1049,19
1712,1048,3
1713,1047,3
1714,1046,17
1715,1045,23
1716,1044,5
1717,1043,4
1718,1042,15
1719,1041,16
1720,1040,17
1721,1039,18
1722,1038,7
1723,1037,7
1724,1036,5
1725,1035,17
1726,1034,11
1727,1033,17
1728,1032,6
1729,1031,7
1730,1030,6
1731,1029,15
1732,1028,12
1733,1027,10
1734,1026,1
1735,1025,2
1736,1023,2
1737,1022,5
1738,1021,12
1739,1020,15
1740,1019,14
1741,1015,1
1742,1014,22
1743,1012,11
1744,1010,20
1745,1009,3
1746,1008,2
1747,1007,10
1748,1006,16
1749,1005,26
1750,1004,13
1751,1003,27
1752,1002,18
1753,1001,12
1754,1000,11
1755,999,12
1756,998,16
1757,997,5
1758,996,28
1759,995,5
1760,994,1
1761,993,15
1762,992,9
1763,991,24
1764,990,9
1765,989,5
1766,988,2
1767,987,6
1768,986,18
1769,985,16
1770,984,5
1771,983,12
1772,982,11
1773,981,7
1774,980,15
1775,979,12
1776,978,9
1777,977,12
1778,976,17
1779,975,19
1780,974,2
1781,973,13
1782,972,8
1783,969,1
1784,968,17
1785,967,6
1786,966,15
1787,965,26
1788,964,6
1789,963,33
1790,962,4
1791,961,3
1792,960,16
1793,959,3
1794,958,12
1795,957,32
1796,956,14
1797,955,16
1798,954,5
1799,953,16
1800,952,20
1801,951,11
1802,950,6
1803,949,9
1804,948,7
1805,947,6
1806,946,1
1807,945,6
1808,944,24
1809,943,15
1810,942,8
1811,941,9
1812,940,7
1813,939,8
1814,938,8
1815,937,6
1816,936,6
1817,935,17
1818,934,3
1819,933,5
1820,932,24
1821,931,7
1822,929,4
1823,928,11
1824,927,16
1825,926,7
1826,925,22
1827,924,25
1828,923,23
1829,922,2
1830,921,11
1831,920,1
1832,919,4
1833,918,3
1834,916,1
1835,915,2
1836,914,15
1837,912,10
1838,911,2
1839,909,14
1840,908,9
1841,907,18
1842,906,2
1843,904,2
1844,902,2
1845,901,6
1846,899,15
1847,898,7
1848,897,1
1849,896,25
1850,895,1
1851,894,22
1852,893,17
1853,892,24
1854,891,25
1855,890,14
1856,889,21
1857,888,24
1858,886,10
1859,885,3
1860,884,3
1861,883,34
1862,881,3
1863,880,5
1864,879,1
1865,878,8
1866,877,11
1867,875,3
1868,874,2
1869,873,1
1870,872,3
1871,871,10
1872,870,9
1873,869,2
1874,868,7
1875,867,10
1876,866,24
1877,865,21
1878,864,18
1879,862,3
1880,861,7
1881,860,7
1882,859,8
1883,858,14
1884,857,4
1885,856,8
1886,855,20
1887,854,25
1888,853,17
1889,852,29
