,S,N
179,2614,1
180,2613,4
181,2612,6
182,2611,2
183,2610,4
184,2609,2
185,2608,3
186,2607,1
187,2606,6
188,2605,2
189,2604,5
190,2603,4
191,2602,3
192,2601,7
193,2600,3
194,2599,5
195,2598,3
196,2597,3
197,2596,3
198,2595,3
199,2593,1
200,2592,2
201,2591,4
202,2590,2
203,2589,1
204,2588,4
205,2587,3
206,2586,3
207,2585,2
208,2583,3
209,2582,2
210,2581,5
211,2580,1
212,2579,2
213,2578,1
214,2577,2
215,2575,3
216,2574,5
217,2573,2
218,2572,2
219,2571,1
220,2570,6
221,2566,1
222,2565,2
223,2564,3
224,2563,3
225,2562,2
226,2559,3
227,2558,2
228,2557,3
229,2556,3
230,2555,2
231,2554,6
232,2552,2
233,2551,2
234,2550,2
235,2549,3
236,2548,2
237,2547,8
238,2546,2
239,2545,1
240,2544,2
241,2543,4
242,2542,1
243,2541,3
244,2540,6
245,2539,3
246,2538,3
247,2537,7
248,2536,4
249,2535,4
250,2534,5
251,2533,2
252,2532,2
253,2530,4
254,2528,5
255,2527,6
256,2524,2
257,2523,3
258,2522,2
259,2521,6
260,2520,3
261,2519,4
262,2518,5
263,2517,4
264,2515,1
265,2514,4
266,2513,3
267,2512,2
268,2511,2
269,2510,4
270,2508,2
271,2507,3
272,2506,7
273,2505,7
274,2504,6
275,2503,1
276,2502,3
277,2501,4
278,2500,2
279,2499,3
280,2497,2
281,2496,2
282,2495,2
283,2493,2
284,2491,1
285,2490,2
286,2489,1
287,2488,4
288,2487,2
289,2485,3
290,2484,5
291,2483,3
292,2482,5
293,2481,9
294,2480,2
295,2479,3
296,2478,6
297,2477,2
298,2473,4
299,2462,1
300,2460,3
301,2459,7
302,2458,2
303,2457,3
304,2455,4
305,2451,6
306,2450,3
307,2449,4
308,2448,3
309,2447,1
310,2446,4
311,2445,5
312,2441,4
313,2439,4
314,2438,4
315,2437,2
316,2436,4
317,2435,4
318,2434,4
319,2433,5
320,2432,1
321,2429,1
322,2425,1
323,2424,2
324,2423,3
325,2421,4
326,2420,3
327,2419,5
328,2418,3
329,2417,3
330,2416,5
331,2415,5
332,2414,3
333,2413,3
334,2412,4
335,2410,1
336,2409,3
337,2408,1
338,2407,8
339,2406,1
340,2405,4
341,2404,2
342,2402,3
343,2401,2
344,2400,1
345,2399,1
346,2397,1
347,2396,6
348,2395,2
349,2394,3
350,2393,3
351,2392,1
352,2391,1
353,2388,2
354,2387,1
355,2386,1
356,2384,3
357,2382,2
358,2381,6
359,2380,2
360,2379,7
361,2378,6
362,2377,3
363,2376,1
364,2375,4
365,2374,3
366,2372,1
367,2371,6
368,2369,2
369,2368,3
370,2366,1
371,2362,1
372,2361,3
373,2359,2
374,2358,5
375,2357,3
376,2356,2
377,2355,1
378,2354,1
379,2353,5
380,2352,5
381,2351,5
382,2349,4
383,2348,2
384,2347,5
385,2345,6
386,2344,6
387,2343,1
388,2342,3
389,2341,3
390,2339,1
391,2338,2
392,2337,3
393,2336,1
394,2334,1
395,2333,2
396,2332,1
397,2330,7
398,2329,2
399,2325,1
400,2324,2
401,2322,8
402,2321,4
403,2320,4
404,2314,5
405,2313,2
406,2311,1
407,2310,2
408,2308,2
409,2301,1
410,2300,5
411,2299,5
412,2298,1
413,2297,4
414,2296,1
415,2295,1
416,2294,2
417,2292,6
418,2290,1
419,2288,1
420,2287,1
421,2286,4
422,2282,1
423,2279,1
424,2276,1
425,2275,1
426,2274,2
427,2272,2
428,2271,1
429,2270,1
430,2269,1
431,2267,1
432,2266,1
433,2265,1
434,2264,1
435,2263,5
436,2262,5
437,2261,3
438,2260,3
439,2259,6
440,2258,5
441,2257,2
442,2255,2
443,2254,4
444,2253,6
445,2252,1
446,2251,4
447,2250,4
448,2249,2
449,2248,5
450,2247,1
451,2246,9
452,2245,2
453,2242,3
454,2238,2
455,2237,3
456,2236,3
457,2235,3
458,2234,8
459,2233,5
460,2232,5
461,2231,3
462,2230,1
463,2228,1
464,2227,4
465,2226,4
466,2225,4
467,2224,2
468,2222,2
469,2221,3
470,2220,6
471,2219,3
472,2218,5
473,2217,5
474,2215,1
475,2214,1
476,2213,4
477,2212,6
478,2211,4
479,2210,4
480,2209,4
481,2207,1
482,2206,3
483,2205,3
484,2204,3
485,2203,3
486,2202,1
487,2201,5
488,2200,3
489,2196,1
490,2195,3
491,2194,1
492,2193,1
493,2192,3
494,2191,4
495,2190,3
496,2189,3
497,2188,4
498,2187,5
499,2186,1
500,2185,1
501,2184,1
502,2183,1
503,2180,6
504,2179,1
505,2177,2
506,2175,1
507,2174,3
508,2173,5
509,2172,1
510,2170,2
511,2169,2
512,2167,1
513,2166,3
514,2164,4
515,2163,1
516,2160,1
517,2156,2
518,2155,3
519,2154,6
520,2153,2
521,2152,2
522,2151,1
523,2150,5
524,2149,1
525,2147,4
526,2146,2
527,2145,5
528,2144,4
529,2143,6
530,2142,3
531,2141,5
532,2140,7
533,2139,2
534,2138,6
535,2137,3
536,2136,2
537,2135,4
538,2134,5
539,2132,2
540,2129,1
541,2128,3
542,2121,1
543,2119,5
544,2118,1
545,2116,2
546,2115,1
547,2113,2
548,2112,3
549,2111,5
550,2110,2
551,2109,1
552,2108,5
553,2107,1
554,2106,2
555,2105,6
556,2104,1
557,2103,1
558,2102,2
559,2101,3
560,2100,3
561,2099,1
562,2098,4
563,2097,1
564,2096,1
565,2095,5
566,2094,1
567,2093,4
568,2088,6
569,2087,2
570,2086,4
571,2084,2
572,2083,3
573,2082,3
574,2080,2
575,2079,4
576,2078,3
577,2077,4
578,2076,6
579,2075,3
580,2074,7
581,2073,5
582,2072,2
583,2070,2
584,2069,5
585,2066,1
586,2065,1
587,2064,4
588,2063,7
589,2062,7
590,2061,3
591,2060,6
592,2059,2
593,2058,3
594,2057,4
595,2056,1
596,2055,2
597,2054,5
598,2053,4
599,2052,5
600,2051,2
601,2050,1
602,2048,4
603,2046,1
604,2043,5
605,2042,3
606,2041,3
607,2040,1
608,2039,4
609,2038,2
610,2037,3
611,2035,1
612,2032,1
613,2031,5
614,2030,1
615,2029,1
616,2028,2
617,2026,1
618,2024,1
619,2023,6
620,2022,7
621,2021,3
622,2020,5
623,2018,1
624,2017,2
625,2015,6
626,2014,4
627,2013,5
628,2012,2
629,2011,1
630,2010,2
631,2009,4
632,2008,1
633,2007,2
634,2006,3
635,2005,5
636,2004,1
637,2003,3
638,2001,2
639,2000,1
640,1997,3
641,1996,3
642,1995,3
643,1994,4
644,1991,2
645,1990,3
646,1989,1
647,1988,2
648,1987,3
649,1986,6
650,1983,5
651,1982,4
652,1981,1
653,1980,6
654,1979,4
655,1976,2
656,1975,1
657,1974,4
658,1973,3
659,1972,3
660,1971,3
661,1968,1
662,1966,5
663,1965,5
664,1964,5
665,1963,1
666,1962,3
667,1961,4
668,1960,2
669,1959,1
670,1958,5
671,1956,1
672,1955,2
673,1954,8
674,1952,4
675,1951,4
676,1950,4
677,1949,1
678,1947,1
679,1946,6
680,1945,2
681,1944,1
682,1943,4
683,1942,4
684,1940,1
685,1939,1
686,1938,5
687,1936,2
688,1932,1
689,1929,2
690,1927,6
691,1926,1
692,1925,1
693,1924,6
694,1923,1
695,1922,3
696,1921,3
697,1920,7
698,1919,1
699,1918,1
700,1917,1
701,1915,7
702,1913,5
703,1912,2
704,1911,1
705,1910,4
706,1909,4
707,1908,5
708,1907,2
709,1906,4
710,1905,5
711,1904,3
712,1903,4
713,1901,2
714,1900,5
715,1898,2
716,1897,1
717,1896,4
718,1895,1
719,1894,1
720,1893,3
721,1892,3
722,1891,7
723,1890,1
724,1889,6
725,1888,1
726,1887,4
727,1886,6
728,1884,1
729,1882,1
730,1881,6
731,1880,3
732,1879,4
733,1878,1
734,1877,2
735,1876,3
736,1874,4
737,1873,1
738,1872,4
739,1871,7
740,1870,2
741,1869,6
742,1868,1
743,1867,2
744,1865,1
745,1864,3
746,1863,1
747,1862,1
748,1861,1
749,1860,2
750,1859,5
751,1858,4
752,1857,2
753,1856,2
754,1855,4
755,1854,5
756,1853,1
757,1851,2
758,1850,3
759,1849,3
760,1847,2
761,1846,2
762,1845,2
763,1843,1
764,1842,2
765,1840,1
766,1839,2
767,1838,3
768,1836,4
769,1835,2
770,1833,3
771,1832,3
772,1831,7
773,1830,2
774,1829,1
775,1827,4
776,1825,1
777,1824,4
778,1823,2
779,1820,4
780,1819,1
781,1818,4
782,1817,3
783,1815,1
784,1813,1
785,1810,1
786,1809,5
787,1807,6
788,1806,1
789,1804,1
790,1803,1
791,1802,3
792,1801,1
793,1800,2
794,1799,3
795,1798,7
796,1797,1
797,1796,6
798,1795,2
799,1794,4
800,1793,5
801,1792,1
802,1791,2
803,1790,5
804,1789,1
805,1788,2
806,1787,2
807,1786,2
808,1784,1
809,1783,1
810,1782,1
811,1781,5
812,1780,2
813,1779,4
814,1778,4
815,1777,6
816,1776,6
817,1775,1
818,1774,4
819,1773,2
820,1772,2
821,1771,1
822,1770,3
823,1769,1
824,1762,1
825,1761,1
826,1759,3
827,1757,6
828,1756,1
829,1755,4
830,1752,1
831,1750,1
832,1749,2
833,1748,4
834,1746,6
835,1743,5
836,1740,2
837,1739,1
838,1738,7
839,1737,5
840,1736,1
841,1734,4
842,1733,5
843,1730,1
844,1729,1
845,1728,3
846,1727,1
847,1726,3
848,1725,3
849,1724,4
850,1722,4
851,1720,4
852,1719,7
853,1718,4
854,1717,3
855,1716,4
856,1715,1
857,1714,5
858,1713,3
859,1710,2
860,1709,3
861,1708,1
862,1707,6
863,1705,2
864,1704,5
865,1703,1
866,1701,4
867,1700,4
868,1699,1
869,1696,2
870,1694,2
871,1693,1
872,1692,4
873,1690,4
874,1689,2
875,1688,2
876,1686,1
877,1684,3
878,1683,2
879,1682,4
880,1681,6
881,1680,5
882,1679,2
883,1674,2
884,1671,1
885,1670,5
886,1669,5
887,1668,5
888,1667,1
889,1666,1
890,1663,2
891,1661,3
892,1660,1
893,1659,4
894,1658,4
895,1657,1
896,1656,3
897,1655,3
898,1654,6
899,1653,1
900,1652,7
901,1651,5
902,1650,6
903,1648,2
904,1647,4
905,1646,5
906,1645,3
907,1644,1
908,1643,2
909,1642,4
910,1640,1
911,1639,1
912,1637,5
913,1636,4
914,1635,6
915,1634,1
916,1632,3
917,1630,3
918,1629,1
919,1628,1
920,1626,4
921,1625,2
922,1624,2
923,1622,1
924,1621,5
925,1620,2
926,1618,2
927,1617,1
928,1615,2
929,1614,2
930,1613,2
931,1612,6
932,1611,2
933,1610,1
934,1609,2
935,1608,2
936,1607,7
937,1605,6
938,1604,4
939,1603,2
940,1602,5
941,1601,1
942,1600,4
943,1598,4
944,1597,2
945,1596,1
946,1595,5
947,1594,6
948,1593,2
949,1592,3
950,1591,4
951,1587,7
952,1586,4
953,1584,6
954,1583,1
955,1582,1
956,1580,2
957,1579,1
958,1578,2
959,1577,3
960,1576,5
961,1575,3
962,1574,4
963,1573,3
964,1570,1
965,1568,1
966,1565,4
967,1564,3
968,1563,4
969,1562,5
970,1561,4
971,1560,3
972,1559,4
973,1558,3
974,1557,1
975,1556,6
976,1555,4
977,1553,1
978,1552,2
979,1551,4
980,1550,4
981,1549,1
982,1547,2
983,1546,1
984,1545,3
985,1544,5
986,1543,1
987,1542,2
988,1541,4
989,1540,4
990,1539,6
991,1538,5
992,1537,6
993,1536,1
994,1534,1
995,1533,2
996,1532,7
997,1531,2
998,1530,6
999,1528,1
1000,1527,7
1001,1526,1
1002,1525,3
1003,1524,4
1004,1523,1
1005,1522,3
1006,1521,3
1007,1519,5
1008,1518,4
1009,1517,5
1010,1516,4
1011,1515,2
1012,1514,4
1013,1513,5
1014,1511,5
1015,1510,2
1016,1508,4
1017,1507,6
1018,1506,3
1019,1505,6
1020,1504,2
1021,1503,1
1022,1502,6
1023,1501,2
1024,1500,5
1025,1498,5
1026,1497,5
1027,1495,6
1028,1494,1
1029,1493,2
1030,1492,1
1031,1491,5
1032,1490,3
1033,1489,6
1034,1488,2
1035,1487,4
1036,1486,2
1037,1485,1
1038,1484,2
1039,1483,1
1040,1482,1
1041,1479,1
1042,1478,2
1043,1477,1
1044,1476,1
1045,1474,2
1046,1473,2
1047,1472,2
1048,1471,8
1049,1470,5
1050,1469,4
1051,1468,4
1052,1467,4
1053,1466,2
1054,1465,1
1055,1463,1
1056,1462,1
1057,1461,4
1058,1460,6
1059,1459,1
1060,1458,2
1061,1457,4
1062,1456,7
1063,1455,6
1064,1454,5
1065,1452,2
1066,1451,4
1067,1450,2
1068,1447,6
1069,1446,4
1070,1444,4
1071,1443,3
1072,1442,2
1073,1441,4
1074,1440,7
1075,1439,2
1076,1438,1
1077,1437,3
1078,1436,5
1079,1435,4
1080,1434,4
1081,1433,4
1082,1432,9
1083,1431,3
1084,1430,4
1085,1429,3
1086,1428,5
1087,1427,1
1088,1426,2
1089,1425,1
1090,1424,3
1091,1423,5
1092,1422,1
1093,1421,3
1094,1420,3
1095,1419,2
1096,1418,6
1097,1417,5
1098,1416,1
1099,1415,3
1100,1414,6
1101,1413,6
1102,1412,4
1103,1411,7
1104,1410,3
1105,1409,7
1106,1408,3
1107,1407,2
1108,1405,2
1109,1404,1
1110,1403,5
1111,1402,5
1112,1401,2
1113,1400,1
1114,1399,6
1115,1398,4
1116,1397,6
1117,1396,3
1118,1395,6
1119,1393,3
1120,1392,4
1121,1391,5
1122,1390,3
1123,1389,1
1124,1388,3
1125,1385,6
1126,1384,6
1127,1383,1
1128,1382,4
1129,1380,1
1130,1379,3
1131,1378,2
1132,1377,5
1133,1376,8
1134,1375,2
1135,1373,3
1136,1372,3
1137,1371,5
1138,1370,6
1139,1369,1
1140,1368,6
1141,1367,2
1142,1366,2
1143,1365,4
1144,1364,4
1145,1363,3
1146,1362,4
1147,1361,1
1148,1360,5
1149,1359,5
1150,1356,1
1151,1355,1
1152,1354,3
1153,1353,4
1154,1352,5
1155,1350,2
1156,1349,2
1157,1348,3
1158,1347,1
1159,1346,6
1160,1345,5
1161,1344,3
1162,1343,1
1163,1341,4
1164,1340,1
1165,1339,1
1166,1338,4
1167,1337,6
1168,1336,7
1169,1335,2
1170,1334,4
1171,1333,2
1172,1332,3
1173,1331,1
1174,1330,3
1175,1329,3
1176,1327,5
1177,1326,2
1178,1325,2
1179,1324,2
1180,1323,1
1181,1322,4
1182,1320,7
1183,1316,3
1184,1315,2
1185,1314,4
1186,1313,6
1187,1312,2
1188,1311,5
1189,1310,2
1190,1309,1
1191,1308,7
1192,1307,2
1193,1305,6
1194,1303,2
1195,1301,1
1196,1300,4
1197,1299,4
1198,1298,1
1199,1297,1
1200,1296,4
1201,1295,4
1202,1294,3
1203,1293,2
1204,1292,2
1205,1291,1
1206,1290,1
1207,1289,3
1208,1288,4
1209,1287,1
1210,1286,6
1211,1285,5
1212,1283,1
1213,1282,2
1214,1281,2
1215,1280,4
1216,1279,4
1217,1277,5
1218,1276,4
1219,1275,5
1220,1274,3
1221,1273,1
1222,1272,1
1223,1271,9
1224,1270,3
1225,1269,2
1226,1268,5
1227,1266,2
1228,1265,3
1229,1264,4
1230,1263,3
1231,1262,10
1232,1261,2
1233,1260,3
1234,1258,2
1235,1257,1
1236,1255,3
1237,1254,4
1238,1252,1
1239,1251,1
1240,1248,1
1241,1247,1
1242,1246,2
1243,1245,1
1244,1244,1
1245,1243,1
1246,1229,1
1247,1221,4
1248,1220,1
1249,1219,5
1250,1218,5
1251,1217,2
1252,1215,3
1253,1214,2
1254,1213,3
1255,1212,1
1256,1211,2
1257,1210,2
1258,1209,3
1259,1208,6
1260,1207,1
1261,1206,2
1262,1205,8
1263,1204,5
1264,1203,4
1265,1202,6
1266,1201,6
1267,1200,3
1268,1199,2
1269,1198,1
1270,1197,3
1271,1195,1
1272,1194,5
1273,1190,3
1274,1188,3
1275,1187,2
1276,1186,4
1277,1185,2
1278,1182,2
1279,1181,3
1280,1180,3
1281,1179,4
1282,1178,7
1283,1177,6
1284,1175,4
1285,1174,6
1286,1172,2
1287,1171,4
1288,1170,1
1289,1169,1
1290,1168,3
1291,1167,1
1292,1166,2
1293,1164,8
1294,1163,4
1295,1161,6
1296,1160,1
1297,1158,5
1298,1157,3
1299,1156,7
1300,1155,2
1301,1153,1
1302,1151,2
1303,1150,2
1304,1149,4
1305,1148,4
1306,1147,5
1307,1146,3
1308,1144,3
1309,1143,2
1310,1141,2
1311,1139,1
1312,1138,2
1313,1137,2
1314,1136,2
1315,1135,1
1316,1134,4
1317,1131,1
1318,1130,5
1319,1129,1
1320,1128,4
1321,1127,7
1322,1126,2
1323,1124,1
1324,1123,5
1325,1122,2
1326,1121,7
1327,1120,6
1328,1118,5
1329,1117,3
1330,1116,1
1331,1115,1
1332,1113,2
1333,1112,5
1334,1110,1
1335,1109,3
1336,1108,6
1337,1107,1
1338,1106,2
1339,1105,1
1340,1104,3
1341,1103,2
1342,1100,1
1343,1099,3
1344,1098,2
1345,1097,2
1346,1096,4
1347,1095,2
1348,1094,1
1349,1093,2
1350,1092,1
1351,1090,2
1352,1089,2
1353,1088,1
1354,1087,2
1355,1086,2
1356,1085,3
1357,1084,5
1358,1083,2
1359,1081,3
1360,1079,3
1361,1078,2
1362,1077,1
1363,1076,2
1364,1075,1
1365,1074,1
1366,1073,3
1367,1072,1
1368,1068,1
1369,1066,2
1370,1065,1
1371,1064,2
1372,1063,2
1373,1062,3
1374,1060,1
1375,1058,1
1376,1055,3
1377,1054,2
1378,1053,2
1379,1052,2
1380,1050,4
1381,1049,1
1382,1048,1
1383,1047,1
1384,1046,4
1385,1045,7
1386,1044,1
1387,1042,5
1388,1041,5
1389,1040,5
1390,1039,2
1391,1038,2
1392,1037,2
1393,1036,1
1394,1035,3
1395,1034,2
1396,1033,7
1397,1032,1
1398,1031,2
1399,1030,1
1400,1029,5
1401,1028,2
1402,1027,2
1403,1025,1
1404,1023,1
1405,1021,2
1406,1020,4
1407,1019,3
1408,1014,5
1409,1012,1
1410,1010,5
1411,1007,4
1412,1006,4
1413,1005,4
1414,1004,2
1415,1003,6
1416,1002,2
1417,1001,2
1418,1000,3
1419,999,5
1420,998,3
1421,997,1
1422,996,4
1423,993,1
1424,992,1
1425,991,4
1426,990,3
1427,989,1
1428,987,2
1429,986,7
1430,985,3
1431,983,3
1432,982,2
1433,980,2
1434,979,2
1435,978,2
1436,977,1
1437,976,3
1438,975,3
1439,974,2
1440,973,3
1441,972,1
1442,969,1
1443,968,5
1444,967,2
1445,966,5
1446,965,6
1447,963,8
1448,962,1
1449,961,1
1450,960,2
1451,959,1
1452,958,2
1453,957,6
1454,956,3
1455,955,3
1456,954,3
1457,953,4
1458,952,4
1459,951,4
1460,950,3
1461,949,4
1462,948,4
1463,947,2
1464,946,1
1465,945,1
1466,944,7
1467,943,4
1468,942,1
1469,941,1
1470,940,1
1471,939,1
1472,937,2
1473,936,2
1474,935,6
1475,934,1
1476,933,1
1477,932,6
1478,931,1
1479,929,2
1480,928,1
1481,927,8
1482,926,2
1483,925,6
1484,924,5
1485,923,4
1486,922,2
1487,921,3
1488,919,1
1489,914,5
1490,909,1
1491,907,4
1492,901,1
1493,898,3
1494,897,1
1495,896,4
1496,894,4
1497,893,7
1498,892,5
1499,891,5
1500,890,4
1501,889,6
1502,888,5
1503,886,3
1504,885,1
1505,884,1
1506,883,8
1507,878,2
1508,877,4
1509,875,1
1510,874,2
1511,871,2
1512,870,3
1513,869,1
1514,868,1
1515,867,3
1516,866,5
1517,865,3
1518,864,4
1519,859,1
1520,858,2
1521,857,1
1522,856,1
1523,855,6
1524,854,6
1525,853,5
1526,852,10
1527,851,1
1528,850,2
1529,848,1
1530,847,6
1531,845,3
1532,844,2
1533,843,8
1534,841,2
1535,840,6
1536,839,8
1537,838,1
1538,837,4
1539,836,2
1540,835,9
1541,834,6
1542,831,6
1543,830,2
1544,827,4
1545,826,7
1546,825,4
1547,824,7
1548,823,3
1549,821,4
1550,819,2
1551,818,6
1552,816,2
1553,815,5
1554,814,4
1555,806,5
1556,805,2
1557,803,3
1558,802,4
1559,801,1
1560,800,5
1561,799,3
1562,798,6
1563,796,2
1564,795,4
1565,794,2
1566,793,3
1567,792,2
1568,791,2
1569,790,5
1570,789,2
1571,788,6
1572,784,5
1573,783,6
1574,778,6
1575,776,3
1576,774,1
1577,773,2
1578,772,1
1579,771,4
1580,770,2
1581,768,1
1582,767,1
1583,766,1
1584,763,1
1585,760,1
1586,758,1
1587,755,1
1588,754,4
1589,753,5
1590,752,3
1591,751,5
1592,750,3
1593,744,1
1594,742,3
1595,741,4
1596,740,1
1597,739,2
1598,738,3
1599,737,1
1600,736,1
1601,735,1
1602,734,3
1603,732,1
1604,731,2
1605,729,3
1606,728,3
1607,727,1
1608,726,5
1609,723,1
1610,720,1
1611,717,1
1612,708,1
1613,705,1
1614,702,2
1615,696,1
1616,695,4
1617,694,5
1618,693,1
1619,692,6
1620,691,3
1621,690,6
1622,688,2
1623,686,2
1624,685,1
1625,684,4
1626,683,5
1627,680,1
1628,679,1
1629,675,1
1630,674,4
1631,673,3
1632,672,1
1633,669,2
1634,667,1
1635,664,8
1636,663,1
1637,662,3
1638,661,4
1639,660,5
1640,659,4
1641,658,4
1642,657,2
1643,656,6
1644,655,3
1645,654,4
1646,653,2
1647,652,3
1648,651,4
1649,650,3
1650,649,6
1651,648,4
1652,647,2
1653,646,1
1654,645,2
1655,643,1
1656,642,1
1657,641,3
1658,640,2
1659,639,1
1660,637,3
1661,636,4
1662,635,3
1663,634,6
1664,633,6
1665,632,2
1666,631,7
1667,630,3
1668,629,2
1669,626,1
1670,623,2
1671,622,2
1672,621,4
1673,620,5
1674,619,2
1675,618,3
1676,616,1
1677,615,2
1678,614,3
1679,613,5
1680,612,3
1681,611,5
1682,610,5
1683,608,2
1684,606,2
1685,603,6
1686,601,1
1687,587,1
1688,585,7
1689,583,3
1690,582,2
1691,580,4
1692,576,2
1693,571,2
1694,570,5
1695,568,1
1696,567,7
1697,566,2
1698,564,3
1699,563,2
1700,561,7
1701,560,1
1702,559,7
1703,558,4
1704,557,5
1705,556,6
1706,555,2
1707,553,1
1708,552,2
1709,551,7
1710,550,2
1711,547,3
1712,546,2
1713,544,3
1714,543,1
1715,539,3
1716,538,1
1717,536,1
1718,535,4
1719,534,2
1720,533,7
1721,529,1
1722,528,2
1723,526,1
1724,524,2
1725,522,1
1726,520,4
1727,519,3
1728,517,8
1729,513,3
1730,512,1
1731,511,6
1732,510,1
1733,508,1
1734,507,6
1735,506,3
1736,505,1
1737,501,2
1738,500,2
1739,499,7
1740,497,4
1741,495,3
1742,494,3
1743,493,1
1744,492,2
1745,491,6
1746,490,4
1747,489,4
1748,488,5
1749,487,1
1750,485,2
1751,484,4
1752,483,5
1753,482,2
1754,481,2
1755,480,4
1756,479,4
1757,478,3
1758,477,7
1759,476,1
1760,475,2
1761,474,2
1762,472,5
1763,471,3
1764,470,2
1765,469,1
1766,468,1
1767,467,1
1768,465,5
1769,464,1
1770,463,3
1771,462,2
1772,461,1
1773,460,2
1774,459,3
1775,458,2
1776,457,1
1777,456,1
1778,451,5
1779,450,3
1780,449,2
1781,448,7
1782,447,1
1783,446,3
1784,444,1
1785,443,1
1786,442,5
1787,441,3
1788,439,6
1789,437,5
1790,436,4
1791,435,9
1792,434,2
1793,433,6
1794,430,1
1795,429,1
1796,428,5
1797,427,5
1798,426,1
1799,425,7
1800,424,3
1801,423,5
1802,422,2
1803,421,4
1804,420,5
1805,418,1
1806,415,3
1807,414,4
1808,413,2
1809,412,3
1810,411,1
1811,410,3
1812,407,3
1813,406,3
1814,405,3
1815,404,6
1816,402,3
1817,401,4
1818,400,2
1819,399,2
1820,397,3
1821,396,1
1822,395,5
1823,394,3
1824,392,5
1825,391,8
1826,388,1
1827,387,1
1828,386,3
1829,383,5
1830,382,1
1831,381,1
1832,372,1
1833,371,2
1834,369,1
1835,368,5
1836,367,1
1837,366,5
1838,365,6
1839,364,1
1840,363,3
1841,362,1
1842,361,1
1843,360,1
1844,359,2
1845,358,3
1846,357,6
1847,356,4
1848,355,4
1849,354,2
1850,351,3
1851,350,4
1852,349,2
1853,347,2
1854,346,2
1855,345,1
1856,344,2
1857,343,2
1858,340,4
1859,339,3
1860,338,1
1861,337,3
1862,336,7
1863,335,3
1864,334,2
1865,331,1
1866,330,4
1867,328,1
1868,327,2
1869,324,1
1870,323,2
1871,322,1
1872,321,1
1873,319,3
1874,317,1
1875,316,1
1876,314,4
1877,313,4
1878,312,2
1879,311,2
1880,310,1
1881,309,4
1882,308,6
1883,307,5
1884,306,6
1885,304,2
1886,303,1
1887,302,2
1888,301,1
1889,300,3
1890,299,3
1891,298,2
1892,297,1
1893,296,6
1894,294,1
1895,292,3
1896,291,6
1897,289,1
1898,285,3
1899,283,1
1900,282,1
1901,281,1
1902,280,1
1903,279,2
1904,278,4
1905,277,1
1906,276,2
1907,275,3
1908,273,6
1909,272,1
1910,271,2
1911,270,4
1912,267,3
1913,265,1
1914,263,3
1915,262,6
1916,261,5
1917,260,4
1918,259,3
1919,258,6
1920,257,2
1921,256,2
1922,255,4
1923,254,4
1924,253,4
1925,252,1
1926,251,2
1927,250,3
1928,249,3
1929,248,2
1930,247,3
1931,246,2
1932,244,2
1933,243,6
1934,240,1
1935,239,2
1936,238,4
1937,237,2
