,ID,N,S,T
2399,362203,11,19,50
2400,86120,11,266,52
2401,557102,11,122,166
2402,328102,11,48,125
2403,806203,11,18,28
2404,26204,11,15,63
2405,349202,11,19,22
2406,418103,11,27,34
2407,407402,11,25,72
2408,418204,11,12,26
2409,25301,11,12,24
2410,13403,11,61,314
2411,519202,11,25,38
2412,58302,11,31,56
2413,794305,11,7906,835
2414,553204,11,17,16
2415,253404,11,49,410
2416,550403,11,207,68
2417,275205,11,293,39
2418,39105,11,85,160
2419,387401,11,20,143
2420,415209,11,12,946
2421,275104,10,28,24
2422,317402,10,11,66
2423,553201,10,12,15
2424,27201,10,299,39
2425,415101,10,3930,343
2426,132201,10,10,10
2427,148414,10,16,23
2428,615316,10,10,21
2429,194201,10,39,49
2430,386104,10,310,33
2431,12106,10,35,44
2432,567105,10,11,10
2433,567101,10,162,136
2434,133408,10,35,26
2435,47302,10,44,150
2436,407301,10,25,32
2437,671104,10,17,744
2438,843313,10,24,16
2439,386202,10,44,65
2440,42105,10,29,216
2441,359103,10,42,26
2442,62402,10,16,16
2443,42102,10,22,31
2444,132207,10,21,25
2445,771401,10,25,93
2446,372103,10,739,322
2447,150203,10,20,581
2448,25403,10,119,127
2449,73401,10,12,14
2450,414405,10,69,252
2451,188402,10,62,51
2452,25401,10,25,25
2453,741202,10,25,50
2454,762301,10,39,269
2455,806101,10,10,10
2456,806205,10,23,18
2457,543301,10,25,58
2458,245205,10,1779,1130
2459,147409,10,22,306
2460,611203,10,51,58
2461,893318,10,757,1201
2462,145407,10,79,41
2463,145408,10,255,29
2464,747401,10,10,15
2465,754206,10,13,96
2466,418101,10,44,59
2467,15107,10,81,103
2468,250103,10,158,940
2469,753204,10,25,66
2470,87402,10,61,53
2471,687404,10,12,17
2472,532202,10,15,29
2473,418203,10,29,23
2474,615408,10,26,52
2475,615307,10,15,36
2476,417401,10,11,23
2477,669403,10,82,78
2478,145320,10,672,230
2479,801203,10,13,84
2480,27206,10,14,27
2481,762404,10,35,877
2482,764307,10,40,178
2483,864401,10,14,14
2484,864402,10,16,16
2485,86108,10,476,132
2486,552102,10,137,99
2487,232303,10,26,54
2488,128101,10,51,84
2489,416302,9,181,45
2490,28305,9,65,430
2491,37402,9,13,96
2492,147307,9,27,220
2493,15210,9,22,80
2494,147301,9,53,53
2495,457203,9,68,69
2496,418106,9,9,15
2497,671202,9,6504,914
2498,15206,9,12,267
2499,145316,9,10,13
2500,145312,9,54,266
2501,805302,9,12,75
2502,542101,9,17,36
2503,41102,9,61,215
2504,138102,9,79,562
2505,140208,9,126,361
2506,558104,9,15,31
2507,675303,9,6507,811
2508,138204,9,36,876
2509,140105,9,18,942
2510,674305,9,17,64
2511,415211,9,6399,1216
2512,695101,9,9,11
2513,678306,9,22,20
2514,145401,9,10,10
2515,414304,9,306,172
2516,388101,9,29,10
2517,257319,9,13,12
2518,754205,9,12,236
2519,197201,9,10,22
2520,326401,9,35,149
2521,660303,9,36,441
2522,248402,9,27,28
2523,838207,9,29,688
2524,893407,9,11,12
2525,580303,9,15,12
2526,762302,9,15,906
2527,615308,9,9,41
2528,64201,9,14,911
2529,20204,9,37,220
2530,12111,9,68,75
2531,838106,9,6620,1106
2532,746301,9,33,48
2533,277305,9,139,152
2534,252108,9,12,17
2535,568303,9,16,26
2536,86204,9,79,32
2537,132101,9,14,9
2538,252107,9,159,61
2539,285202,9,46,109
2540,81101,8,13,14
2541,130305,8,29,26
2542,566204,8,13,11
2543,607402,8,10,69
2544,416402,8,10,46
2545,142301,8,36,11
2546,615414,8,90,40
2547,764404,8,12,75
2548,145319,8,18,22
2549,2029201,8,23,25
2550,764308,8,16,112
2551,240304,8,29,43
2552,248403,8,15,27
2553,86109,8,120,87
2554,243206,8,27,86
2555,23402,8,15,51
2556,28406,8,9,39
2557,22403,8,1761,666
2558,257311,8,22,22
2559,678405,8,15,18
2560,20102,8,28,339
2561,86207,8,9,14
2562,806204,8,11,26
2563,27202,8,10,31
2564,142402,8,47,26
2565,39110,8,27,86
2566,615309,8,9,54
2567,445401,8,26,37
2568,361404,8,15,120
2569,67302,8,27,105
2570,39212,8,8,8
2571,26203,8,104,93
2572,173403,8,22,320
2573,382401,8,9,37
2574,26103,8,16,21
2575,568403,8,20,32
2576,133312,8,13,36
2577,480402,8,22,40
2578,51104,8,29,18
2579,741102,8,57,27
2580,397306,8,10,20
2581,74204,8,39,32
2582,813304,8,58,358
2583,333403,8,18,14
2584,303303,8,75,137
2585,22303,8,13,147
2586,613206,8,60,51
2587,27106,8,8,15
2588,293201,8,117,158
2589,415111,8,293,141
2590,221101,8,12,9
2591,140106,8,16,251
2592,217103,8,36,238
2593,660404,8,31,174
2594,420302,8,8,53
2595,675402,8,28,762
2596,811302,7,28,65
2597,749305,7,423,234
2598,754108,7,46,172
2599,145430,7,16,54
2600,87302,7,16,45
2601,58401,7,8,13
2602,17203,7,11,32
2603,86117,7,12,15
2604,62302,7,16,58
2605,42106,7,14,23
2606,743402,7,594,48
2607,745102,7,65,115
2608,786404,7,864,371
2609,74203,7,21,25
2610,790104,7,14,11
2611,27101,7,14,20
2612,39116,7,19,45
2613,140205,7,8,200
2614,132102,7,57,45
2615,25406,7,48,89
2616,141407,7,18,56
2617,708303,7,47,191
2618,769210,7,8,9
2619,764408,7,8,12
2620,86103,7,32,45
2621,763202,7,20,182
2622,86105,7,38,55
2623,761403,7,17,241
2624,145327,7,26,24
2625,145329,7,19,65
2626,34401,7,8,463
2627,24403,7,26,18
2628,148305,7,11,953
2629,255305,7,20,28
2630,675405,7,9,47
2631,864302,7,91,52
2632,893314,7,48,37
2633,864303,7,15,21
2634,408101,7,12,11
2635,415204,7,70,29
2636,598202,7,15,58
2637,410304,7,75,82
2638,615306,7,54,41
2639,257423,7,50,50
2640,676201,7,57,338
2641,615314,7,9,45
2642,252105,7,37,277
2643,14205,7,108,94
2644,615407,7,8,66
2645,675304,7,38,207
2646,445301,7,12,27
2647,671205,7,36,216
2648,611104,7,8,64
2649,159403,7,8,17
2650,607304,7,7,106
2651,610206,7,10,10
2652,247303,7,21,29
2653,412402,7,10,161
2654,628101,7,79,29
2655,610201,7,8,34
2656,257326,7,30,18
2657,2014302,7,424,65
2658,225102,7,8,9
2659,881304,7,13,71
2660,414301,7,36,27
2661,864301,7,50,41
2662,146305,7,8,12
2663,415103,7,662,1125
2664,366202,7,8,8
2665,147312,7,15,19
2666,372107,7,13,18
2667,374101,7,14,11
2668,147402,7,13,20
2669,390401,7,13,36
2670,372104,7,26,105
2671,15108,7,29,34
2672,256303,7,12,131
2673,146401,7,7,8
2674,401103,7,17,27
2675,679303,7,10,12
2676,615416,6,7,11
2677,39206,6,18,14
2678,125107,6,7,25
2679,26205,6,21,30
2680,250203,6,59,395
2681,147411,6,38,133
2682,257312,6,24,24
2683,86111,6,6,6
2684,763201,6,38,211
2685,407303,6,9,187
2686,746306,6,16,44
2687,81202,6,13,33
2688,82206,6,124,15
2689,133415,6,10,19
2690,15109,6,13,15
2691,86221,6,30,41
2692,129102,6,18,751
2693,39214,6,50,73
2694,241401,6,10,15
2695,15203,6,21,94
2696,764305,6,15,348
2697,244207,6,692,274
2698,245102,6,393,1065
2699,14103,6,19,12
2700,133413,6,37,24
2701,776202,6,195,243
2702,125203,6,65,427
2703,85102,6,67,92
2704,247403,6,18,116
2705,401203,6,11,19
2706,829204,6,3676,655
2707,24402,6,19,114
2708,75202,6,18,85
2709,790202,6,14,16
2710,97301,6,105,131
2711,254203,6,42,48
2712,406103,6,288,233
2713,144407,6,32,25
2714,679306,6,6,13
2715,12104,6,34,135
2716,361302,6,14,39
2717,418201,6,6,9
2718,415107,6,29,41
2719,76102,6,281,281
2720,27105,6,8,31
2721,751203,6,33,430
2722,146402,6,10,16
2723,364101,6,22,54
2724,694205,6,40,184
2725,813407,6,62,112
2726,26105,6,15,17
2727,613106,6,8,14
2728,704401,6,12,199
2729,257424,6,90,78
2730,25306,6,34,46
2731,28306,6,27,302
2732,12107,6,88,87
2733,186101,6,12,13
2734,783301,6,6,40
2735,141404,6,12,203
2736,415102,6,1892,1167
2737,801201,6,10,59
2738,24405,6,8,27
2739,372206,6,9,7
2740,679308,6,9,80
2741,188404,6,32,47
2742,86220,6,17,30
2743,39109,6,10,10
2744,667203,6,14,17
2745,257325,5,7,9
2746,753105,5,6,5
2747,120201,5,8,9
2748,746404,5,52,57
2749,635301,5,17,9
2750,801102,5,5,71
2751,794402,5,16,309
2752,39208,5,6,145
2753,794304,5,19,382
2754,86208,5,7,9
2755,251201,5,5,295
2756,86212,5,5,5
2757,103102,5,26,57
2758,754208,5,21,11
2759,39205,5,13,17
2760,26206,5,19,13
2761,86219,5,11,16
2762,893312,5,6,60
2763,130403,5,10,47
2764,161303,5,39,70
2765,257403,5,12,12
2766,677103,5,64,129
2767,84104,5,49,51
2768,672102,5,7,50
2769,11402,5,40,126
2770,148412,5,9,759
2771,716404,5,5,22
2772,141305,5,18,253
2773,12203,5,10,18
2774,602301,5,6,5
2775,3517302,5,7,7
2776,769106,5,12,10
2777,75201,5,119,100
2778,144304,5,15,66
2779,418105,5,14,14
2780,769208,5,15,13
2781,12209,5,75,196
2782,303404,5,17,105
2783,357203,5,15,197
2784,437302,5,15,60
2785,145315,5,6,6
2786,361303,5,13,31
2787,73304,5,22,37
2788,679302,5,14,14
2789,145410,5,91,67
2790,51203,5,9,16
2791,813403,5,18,872
2792,776203,5,85,380
2793,402304,5,8,37
2794,402405,5,241,21
2795,843314,5,6,17
2796,672202,5,19,716
2797,873401,5,5,16
2798,257406,5,44,34
2799,166202,5,7,13
2800,161402,5,31,72
2801,169301,5,8,677
2802,133306,5,16,22
2803,133412,5,15,17
2804,173302,5,16,16
2805,86104,5,9,38
2806,257410,5,5,23
2807,173402,5,43,43
2808,189106,5,16,66
2809,417403,5,7,7
2810,39102,5,11,7
2811,39213,5,8,22
2812,763103,4,5,13
2813,73402,4,6,7
2814,762303,4,8,483
2815,763203,4,6,209
2816,13305,4,15,19
2817,408201,4,11,9
2818,86112,4,23,23
2819,257327,4,47,18
2820,769204,4,29,19
2821,829205,4,9,363
2822,764303,4,8,9
2823,893403,4,20,489
2824,414406,4,5,16
2825,12208,4,11,80
2826,84206,4,11,22
2827,84103,4,11,483
2828,12210,4,118,372
2829,765102,4,31,67
2830,257320,4,20,16
2831,257417,4,21,36
2832,257418,4,17,17
2833,257419,4,20,15
2834,86210,4,5,4
2835,893406,4,8,10
2836,838103,4,9,701
2837,86215,4,10,28
2838,411105,4,10,24
2839,829107,4,6,280
2840,257324,4,14,4
2841,146304,4,4,4
2842,14101,4,7,19
2843,415104,4,5,119
2844,417313,4,16,67
2845,676202,4,6620,267
2846,148313,4,9,96
2847,417412,4,21,21
2848,543403,4,5,44
2849,33302,4,9,58
2850,38101,4,6,14
2851,148408,4,41,741
2852,417410,4,30,73
2853,806102,4,7,7
2854,159304,4,8,31
2855,133414,4,7,17
2856,741104,4,5,171
2857,165201,4,10,8
2858,669304,4,47,67
2859,742301,4,78,79
2860,166201,4,7,18
2861,173304,4,13,54
2862,144302,4,34,9
2863,705301,4,26,16
2864,677102,4,30,44
2865,15207,4,21,174
2866,147304,4,17,63
2867,15115,4,14,38
2868,679408,4,4,12
2869,490101,4,7,41
2870,145427,4,48,63
2871,147401,4,13,7
2872,690102,4,7,9
2873,678408,4,4,122
2874,144406,4,64,10
2875,813307,4,4,514
2876,145323,4,7,52
2877,145321,4,13,17
2878,433303,4,8,19
2879,697401,4,5,26
2880,145302,4,6,10
2881,864304,4,5,5
2882,14104,4,10,15
2883,827304,4,5,249
2884,635401,4,6,15
2885,2029202,4,5,5
2886,247308,4,5,22
2887,415210,4,7,967
2888,613203,4,4,26
2889,27104,4,7,8
2890,753101,4,40,16
2891,749303,4,6,11
2892,553104,4,6,9
2893,613205,4,7,24
2894,553102,4,5,11
2895,107202,4,4,5
2896,749404,4,12,47
2897,747305,4,4,47
2898,415203,4,56,121
2899,241302,3,5,8
2900,12201,3,5,11
2901,257429,3,15,82
2902,145305,3,34,60
2903,418107,3,4,4
2904,37403,3,10,31
2905,769207,3,7,8
2906,769206,3,8,8
2907,39219,3,8,122
2908,39218,3,3,9
2909,26108,3,7,53
2910,14102,3,3,9
2911,786307,3,4,4
2912,615409,3,6,43
2913,418104,3,4,15
2914,257422,3,19,19
2915,39113,3,5,14
2916,754202,3,15,41
2917,73403,3,4,4
2918,393304,3,8,15
2919,838104,3,3,601
2920,257301,3,13,11
2921,145424,3,3,27
2922,776104,3,7,245
2923,754106,3,5,27
2924,145416,3,4,7
2925,566205,3,3,3
2926,37301,3,16,5
2927,567202,3,5,6
2928,754107,3,17,26
2929,813305,3,5,90
2930,386105,3,5,28
2931,145413,3,64,25
2932,464301,3,1140,470
2933,372204,3,6,7
2934,679307,3,8,68
2935,257302,3,19,18
2936,694102,3,25,120
2937,613207,3,3,37
2938,89204,3,7,7
2939,746309,3,10,10
2940,3517402,3,3,3
2941,141403,3,4,104
2942,893408,3,1738,13
2943,764407,3,9,95
2944,769103,3,4,10
2945,741101,3,3,8
2946,257316,3,3,6
2947,747402,3,11,13
2948,28402,3,5,21
2949,166102,3,4,9
2950,39101,3,4,3
2951,24303,3,3,9
2952,762406,3,4,95
2953,672106,3,8,508
2954,17103,3,18,10
2955,655303,3,3,4
2956,130308,3,51,144
2957,257329,3,10,10
2958,238202,3,7,46
2959,801103,3,3,67
2960,762304,3,25,613
2961,238203,3,3,4
2962,238204,3,3,3
2963,136404,3,5,237
2964,133417,3,3,12
2965,765103,3,3,43
2966,79302,3,13,15
2967,12205,3,112,12
2968,140203,3,3,154
2969,139102,3,8,647
2970,76201,3,4,4
2971,257420,3,14,14
2972,125106,3,3,180
2973,838206,3,11,708
2974,893319,3,897,77
2975,76101,3,7,180
2976,148413,3,8,416
2977,613104,3,4,11
2978,251101,3,5,60
2979,37405,3,17,14
2980,39107,3,3,3
2981,611202,3,9,72
2982,813404,2,2,102
2983,411104,2,5,5
2984,43201,2,2,2
2985,411201,2,256,11
2986,37306,2,2,360
2987,43102,2,4,2
2988,39215,2,2,3
2989,39210,2,3,2
2990,417311,2,3,70
2991,794403,2,2,604
2992,12101,2,657,302
2993,11401,2,6,85
2994,42204,2,2,7
2995,417408,2,4,56
2996,437402,2,17,64
2997,3517301,2,2,5
2998,417305,2,2,51
2999,417405,2,5,45
3000,86217,2,2,3
3001,43202,2,2,2
3002,675404,2,5,539
3003,14106,2,8,32
3004,671203,2,4,131
3005,738202,2,33,15
3006,14105,2,15,15
3007,667204,2,3,20
3008,133303,2,5,5
3009,881302,2,9,212
3010,132204,2,2,3
3011,132104,2,2,2
3012,225201,2,8,9
3013,227402,2,3,107
3014,655402,2,2,2
3015,17202,2,6,6
3016,127101,2,2,18
3017,746410,2,4,21
3018,747304,2,2,47
3019,747403,2,2,10
3020,872401,2,4,10
3021,141302,2,5,31
3022,615415,2,2,11
3023,843316,2,2,4
3024,687304,2,2,7
3025,15113,2,3,99
3026,145415,2,2,8
3027,15106,2,214,17
3028,678404,2,2,2
3029,147412,2,2,7
3030,678303,2,2,2
3031,145317,2,2,2
3032,148306,2,4,589
3033,145310,2,4,67
3034,145303,2,13,14
3035,677202,2,2,2
3036,15102,2,2,13
3037,676107,2,3,179
3038,142302,2,2,9
3039,148312,2,6,208
3040,843401,2,2,2
3041,248304,2,3,13
3042,20103,2,11,97
3043,73404,2,13,7
3044,12202,2,3,11
3045,74202,2,10,39
3046,86201,2,8,44
3047,893320,2,5,3
3048,760202,2,3,16
3049,25404,2,3,10
3050,893404,2,3,186
3051,257401,2,2,2
3052,257402,2,2,2
3053,257404,2,3,3
3054,86102,2,11,48
3055,12206,2,7,27
3056,12204,2,2,12
3057,769203,2,3,5
3058,769102,2,3,15
3059,769110,2,2,3
3060,257310,2,8,8
3061,25303,2,3,56
3062,257308,2,2,4
3063,838107,2,10,36
3064,13402,2,6,14
3065,361403,2,3,42
3066,20203,2,3,535
3067,100301,2,23,20
3068,99401,2,5,7
3069,257307,2,2,3
3070,751102,2,15,55
3071,615301,2,2,2
3072,13401,2,20,15
3073,73301,2,3,3
3074,89101,2,4,4
3075,754104,2,2,250
3076,257306,2,3,11
3077,827404,1,56,219
3078,15204,1,28,199
3079,12109,1,1062,201
3080,838204,1,2,320
3081,14204,1,23,5
3082,15209,1,8,19
3083,843403,1,1,4
3084,12211,1,1,632
3085,838205,1,4,528
3086,21403,1,1,85
3087,15215,1,1,31
3088,838105,1,1,615
3089,2029101,1,1,1
3090,12105,1,1,19
3091,20202,1,1,425
3092,36307,1,2,8
3093,490203,1,2,65
3094,89203,1,17,1
3095,86114,1,1,9
3096,92402,1,1,5
3097,148405,1,1,42
3098,89102,1,4,4
3099,679407,1,1,4
3100,87301,1,1,1
3101,679405,1,1,3
3102,257421,1,1,1
3103,602402,1,1,2
3104,86110,1,1,1
3105,100401,1,4,4
3106,763102,1,3,317
3107,245206,1,52,271
3108,84202,1,2,16
3109,602302,1,1,1
3110,257427,1,2,36
3111,147407,1,1,10
3112,490202,1,1,63
3113,769105,1,1,6
3114,257412,1,1,1
3115,257409,1,1,24
3116,769108,1,13,11
3117,746305,1,1,17
3118,141306,1,2,158
3119,257309,1,3,3
3120,134302,1,1,31
3121,257313,1,4,4
3122,257303,1,1,17
3123,145332,1,1,2
3124,145418,1,1,3
3125,255402,1,1,5
3126,145422,1,5,1
3127,252208,1,2,63
3128,257321,1,1,24
3129,125205,1,1,1
3130,125204,1,1,37
3131,747303,1,2,57
3132,747404,1,1,8
3133,145426,1,1,10
3134,257323,1,1,40
3135,257405,1,1,1
3136,769107,1,8,9
3137,372109,1,5,9
3138,769109,1,1,2
3139,671105,1,4,542
3140,553202,1,3,2
3141,655302,1,11,6
3142,39115,1,1,7
3143,39114,1,4,5
3144,39108,1,2,3
3145,39106,1,2,1
3146,417312,1,1,1
3147,550301,1,7,20
3148,38204,1,1,3
3149,38105,1,1,5
3150,38103,1,1,1
3151,148311,1,2,274
3152,37406,1,2,3
3153,148407,1,6,24
3154,417415,1,119,2
3155,39204,1,1,9
3156,417301,1,1,34
3157,678305,1,1,1
3158,678403,1,2,2
3159,769205,1,8,15
3160,567103,1,6,10
3161,39211,1,1,3
3162,769202,1,1,2
3163,173305,1,1,282
3164,43203,1,1,9
3165,769201,1,1,1
3166,769211,1,2,4
3167,786305,1,18,20
3168,159404,1,8,4
3169,557202,1,19,86
3170,667101,1,1,31
3171,567201,1,1,3
3172,893313,0,0,15
3173,14203,0,0,0
3174,674405,0,0,53
3175,13405,0,0,116
3176,148409,0,0,201
3177,14202,0,0,33
3178,14201,0,0,155
3179,148410,0,0,790
3180,255301,0,0,100
3181,148411,0,0,608
3182,252206,0,0,205
3183,615406,0,0,50
3184,252102,0,0,32
3185,257304,0,0,86
3186,36403,0,0,0
3187,257305,0,0,31
3188,417307,0,0,3
3189,567104,0,0,1
3190,402403,0,0,28
3191,406203,0,0,16
3192,12103,0,0,87
3193,12102,0,0,351
3194,417304,0,0,44
3195,417308,0,0,17
3196,12110,0,0,0
3197,417315,0,0,17
3198,417407,0,0,37
3199,417409,0,0,1
3200,417414,0,0,2
3201,3517303,0,0,0
3202,3517401,0,0,0
3203,12108,0,0,108
3204,257428,0,0,76
3205,13304,0,0,0
3206,257328,0,0,0
3207,257314,0,0,0
3208,257315,0,0,0
3209,257317,0,0,1
3210,13303,0,0,0
3211,257318,0,0,0
3212,13302,0,0,14
3213,12212,0,0,951
3214,602401,0,0,0
3215,257411,0,0,28
3216,257413,0,0,0
3217,257414,0,0,0
3218,257415,0,0,6
3219,257416,0,0,19
3220,12207,0,0,37
3221,148406,0,0,31
3222,15114,0,0,12
3223,148315,0,0,35
3224,14206,0,0,1
3225,769209,0,0,1
3226,769113,0,0,0
3227,25305,0,0,19
3228,769112,0,0,0
3229,769104,0,0,5
3230,76202,0,0,0
3231,77201,0,0,190
3232,82205,0,0,4
3233,85202,0,0,0
3234,761305,0,0,80
3235,86118,0,0,0
3236,86203,0,0,0
3237,21303,0,0,42
3238,21302,0,0,46
3239,87401,0,0,0
3240,89202,0,0,0
3241,21301,0,0,3
3242,769212,0,0,0
3243,769213,0,0,0
3244,73302,0,0,0
3245,28304,0,0,207
3246,36404,0,0,1
3247,37302,0,0,1
3248,37404,0,0,4
3249,36303,0,0,3
3250,806105,0,0,26
3251,38202,0,0,1
3252,39103,0,0,12
3253,28302,0,0,35
3254,39217,0,0,4
3255,39104,0,0,107
3256,39111,0,0,37
3257,39118,0,0,6
3258,39119,0,0,11
3259,39203,0,0,13
3260,790103,0,0,3
3261,39216,0,0,0
3262,100302,0,0,2
3263,100402,0,0,0
3264,748204,0,0,0
3265,148307,0,0,708
3266,36304,0,0,17
3267,147310,0,0,0
3268,147311,0,0,1
3269,679404,0,0,111
3270,147408,0,0,59
3271,15105,0,0,0
3272,678302,0,0,0
3273,677201,0,0,0
3274,145429,0,0,24
3275,148308,0,0,171
3276,148309,0,0,280
3277,15104,0,0,0
3278,15103,0,0,0
3279,148310,0,0,269
3280,14208,0,0,5
3281,14207,0,0,5
3282,147305,0,0,92
3283,145428,0,0,9
3284,748203,0,0,0
3285,133307,0,0,11
3286,748104,0,0,0
3287,748103,0,0,0
3288,20104,0,0,0
3289,18301,0,0,0
3290,125206,0,0,0
3291,132103,0,0,112
3292,132206,0,0,0
3293,741205,0,0,0
3294,15205,0,0,269
3295,741105,0,0,0
3296,134301,0,0,29
3297,716402,0,0,0
3298,716302,0,0,0
3299,144307,0,0,22
3300,145311,0,0,0
3301,145324,0,0,22
3302,11301,0,0,0
